,recipe,ingredient,quantity,unit
26881,Wortelmix met peterseliepesto,knoflook,8.0,g
26888,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",flespompoen,1200.0,g
26889,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",zonnebloemolie,36.0,g
26890,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",zeezout,5.0,g
26891,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",keukenstroop,12.0,g
26892,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",ongezouten roomboter,25,g
26893,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",traditionele olijfolie,24.0,g
26894,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",sjalot,10.0,g
26895,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",kleine teen knoflook,6.0,g
26896,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",verse tijm,2.0,g
26897,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",quinoa,100.0,g
26898,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",groentebouillon,250.0,g
26899,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",Aardappel,400.0,g
26900,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",medium handsinaasappel,240.0,g
26901,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",citroen,65.0,g
26902,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",babyromainesla,500.0,g
26903,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",verse bieslook,5.0,g
26922,Jamie Oliver's hasselback,Aardappel,2000.0,g
26923,Jamie Oliver's hasselback,verse tijm,7.5,g
26924,Jamie Oliver's hasselback,olie,52.0,g
26925,Jamie Oliver's hasselback,zeezout,10.0,g
26926,Jamie Oliver's hasselback,zwarte peper,2.0,g
26927,Jamie Oliver's hasselback,oud brood,50,g
26928,Jamie Oliver's hasselback,ongebrande hazelnoten,40,g
26929,Jamie Oliver's hasselback,blauwaderkaas,100.0,g
26930,Glutenvrije kruidnoten,meel,100.0,g
26931,Glutenvrije kruidnoten,meel,100.0,g
26932,Glutenvrije kruidnoten,kokosolie,60.0,g
26933,Glutenvrije kruidnoten,amandeldrink,30.0,g
26934,Glutenvrije kruidnoten,kokosbloesemsuiker,70.0,g
26935,Glutenvrije kruidnoten,zout,1.0,g
26936,Glutenvrije kruidnoten,bakpoeder,125.0,g
26937,Glutenvrije kruidnoten,koek- en speculaaskruiden,4.0,g
26957,Winterse tosti met spek en honing-mosterdsaus,pancetta,80,g
26958,Winterse tosti met spek en honing-mosterdsaus,verse zuurkool,125.0,g
26959,Winterse tosti met spek en honing-mosterdsaus,Cheddar,100.0,g
26960,Winterse tosti met spek en honing-mosterdsaus,vloeibare honing,30.0,g
26961,Winterse tosti met spek en honing-mosterdsaus,dijonmosterd,30.0,g
26962,Winterse tosti met spek en honing-mosterdsaus,stevig donker meergranenbrood,480.0,g
26963,Winterse tosti met spek en honing-mosterdsaus,ongezouten roomboter,25,g
26964,"Snelle pasta met spinazie, artisjok &amp; hummus",penne,300,g
26965,"Snelle pasta met spinazie, artisjok &amp; hummus",magere spekblokjes,250.0,g
26966,"Snelle pasta met spinazie, artisjok &amp; hummus",ui,100.0,g
26967,"Snelle pasta met spinazie, artisjok &amp; hummus",verse spinazie,600.0,g
26968,"Snelle pasta met spinazie, artisjok &amp; hummus",artisjokhartinblik,390.0,g
26969,"Snelle pasta met spinazie, artisjok &amp; hummus",hummus,200.0,g
26970,Ravioli bolognese met champignons en linzen,kastanjechampignon,400.0,g
26971,Ravioli bolognese met champignons en linzen,traditionele olijfolie,24.0,g
26972,Ravioli bolognese met champignons en linzen,Hak Bolognese schotel,500.0,g
26973,Ravioli bolognese met champignons en linzen,verse ravioli bolognese,250.0,g
26974,Ravioli bolognese met champignons en linzen,parmezaanse kaas,50.0,g
26985,Vegetarische korma met kikkererwten &amp; snijbonen,basmatirijst,500.0,g
26986,Vegetarische korma met kikkererwten &amp; snijbonen,kruidenpasta,75.0,g
26987,Vegetarische korma met kikkererwten &amp; snijbonen,verse gesneden snijbonen,400.0,g
26988,Vegetarische korma met kikkererwten &amp; snijbonen,kokosmelk,270.0,g
26989,Vegetarische korma met kikkererwten &amp; snijbonen,kikkererwten in blik,800.0,g
26990,Vegetarische korma met kikkererwten &amp; snijbonen,rivolo-cherrytomaten,400.0,g
26991,Vegetarische korma met kikkererwten &amp; snijbonen,bosui,500.0,g
26992,Geroosterde bloemkool met gnocchi en kappertjes,bloemkool,250.0,g
26993,Geroosterde bloemkool met gnocchi en kappertjes,zoet gerookt paprikapoeder,4.0,g
26994,Geroosterde bloemkool met gnocchi en kappertjes,uienpoeder,2.0,g
26995,Geroosterde bloemkool met gnocchi en kappertjes,milde olijfolie,48.0,g
26996,Geroosterde bloemkool met gnocchi en kappertjes,gnocchi,500.0,g
26997,Geroosterde bloemkool met gnocchi en kappertjes,braadworst,270.0,g
26998,Geroosterde bloemkool met gnocchi en kappertjes,kappertjes,50.0,g
26999,Gepocheerde eieren met rodewijnsaus en groene asperges ,soepele rode wijn,250.0,g
27000,Gepocheerde eieren met rodewijnsaus en groene asperges ,wildfond,200.0,g
27001,Gepocheerde eieren met rodewijnsaus en groene asperges ,ongezouten roomboter,40,g
27002,Gepocheerde eieren met rodewijnsaus en groene asperges ,magere gerookte spekreepjes,100.0,g
27003,Gepocheerde eieren met rodewijnsaus en groene asperges ,sjalot,20.0,g
27004,Gepocheerde eieren met rodewijnsaus en groene asperges ,Aspergetips,100.0,g
27005,Gepocheerde eieren met rodewijnsaus en groene asperges ,champignons,125.0,g
27006,Gepocheerde eieren met rodewijnsaus en groene asperges ,briochebrood,1000.0,g
27007,Gepocheerde eieren met rodewijnsaus en groene asperges ,azijn,1000.0,g
27008,Gepocheerde eieren met rodewijnsaus en groene asperges ,middelgroot ei,240.0,g
27028,Tuinerwtensoep met geroosterde cherrytomaten,robuust stokbrood bruin,200.0,g
27029,Tuinerwtensoep met geroosterde cherrytomaten,olie,12.0,g
27030,Tuinerwtensoep met geroosterde cherrytomaten,cherrytomaten aan de tak,250.0,g
27031,Tuinerwtensoep met geroosterde cherrytomaten,knoflook,16.0,g
27032,Tuinerwtensoep met geroosterde cherrytomaten,verse munt,15.0,g
27033,Tuinerwtensoep met geroosterde cherrytomaten,Boter,75.0,g
27034,Tuinerwtensoep met geroosterde cherrytomaten,diepvries tuinerwten,600.0,g
27035,Tuinerwtensoep met geroosterde cherrytomaten,groentebouillon,10.0,g
27036,Tuinerwtensoep met geroosterde cherrytomaten,water,750.0,g
27037,Tuinerwtensoep met geroosterde cherrytomaten,truffel-paddenstoelentapenade,36.0,g
27038,Tuinerwtensoep met geroosterde cherrytomaten,appelciderazijn,10.0,g
27069,Bloody Mary-gazpacho,rode paprika,250.0,g
27070,Bloody Mary-gazpacho,tomaten,150.0,g
27071,Bloody Mary-gazpacho,tomato frito,350.0,g
27072,Bloody Mary-gazpacho,tabasco chipotle,4.0,g
27073,Bloody Mary-gazpacho,wodka,100.0,g
27074,Bloody Mary-gazpacho,ijsblokjes,80.0,g
27075,Bloody Mary-gazpacho,bleekselderij,500.0,g
27076,Bloody Mary-gazpacho,cherrytomaten,560.0,g
27077,Bloody Mary-gazpacho,radijs,1200.0,g
27078,American pancakes basisrecept,ontbijtspek,100,g
27079,American pancakes basisrecept,American pancake,4453.0,g
27080,American pancakes basisrecept,banaan,500.0,g
27081,American pancakes basisrecept,ahornsiroop,60.0,g
27100,Kokoslatte met 5 spice room,verse slagroom,125.0,g
27101,Kokoslatte met 5 spice room,vanillesuiker,8.0,g
27102,Kokoslatte met 5 spice room,5-kruidenpoeder,1.0,g
27103,Kokoslatte met 5 spice room,kokosmelk light,400.0,g
27104,Kokoslatte met 5 spice room,espresso,152.0,g
27105,Mini-ontbijtquiches,croissantdeeg,250.0,g
27106,Mini-ontbijtquiches,plakjes achterham,6,g
27107,Mini-ontbijtquiches,Kaas,180.0,g
27108,Mini-ontbijtquiches,middelgroot ei,360.0,g
27121,Zalmfilet americain,ongezouten roomboter,50,g
27122,Zalmfilet americain,chipotlepeper in adobosaus in pot,13.0,g
27123,Zalmfilet americain,verse zalm,250.0,g
27124,Zalmfilet americain,grof zeezout,2.0,g
27125,Zalmfilet americain,kapperappeltje,125.0,g
27126,Zalmfilet americain,vijgen en zaden flatbreads,100.0,g
27127,Minilobster-rolls met zeewiersalade ,mini hamburgerbroodje,240.0,g
27128,Minilobster-rolls met zeewiersalade ,two chicks eiwit,10.0,g
27129,Minilobster-rolls met zeewiersalade ,rijstazijn,6.0,g
27130,Minilobster-rolls met zeewiersalade ,geroosterde sesamolie,12.0,g
27131,Minilobster-rolls met zeewiersalade ,zonnebloemolie,24.0,g
27132,Minilobster-rolls met zeewiersalade ,wasabipaste,2.5,g
27133,Minilobster-rolls met zeewiersalade ,verse rivierkreeftjes,100.0,g
27134,Minilobster-rolls met zeewiersalade ,koelverse zeewiersalade,125.0,g
27147,Zandtaartjes met romige citroenvulling,lemon curd,48.0,g
27148,Zandtaartjes met romige citroenvulling,MonChou,200.0,g
27149,Zandtaartjes met romige citroenvulling,zandbodem,200.0,g
27150,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",citroen,65.0,g
27151,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",middelgroot ei,300.0,g
27152,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",fijne kristalsuiker,150.0,g
27153,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",poedersuiker,150,g
27154,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",maizena,12.0,g
27155,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",diepvries zomerfruit,250.0,g
27156,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",kersenjam in pot,200.0,g
27157,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",verse slagroom,250.0,g
27158,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",turkse yoghurt,100.0,g
27159,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",lemon curd,75.0,g
27160,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",macaron,60.0,g
27161,"Kerstkrans van meringue, citroenyoghurt &amp; fruit",verse munt,5.0,g
27170,Gepofte zoete aardappel met Toscaanse carré,zoete aardappel,600.0,g
27171,Gepofte zoete aardappel met Toscaanse carré,paprikamix,1,g
27172,Gepofte zoete aardappel met Toscaanse carré,rode ui,200.0,g
27173,Gepofte zoete aardappel met Toscaanse carré,gedroogde Italiaanse kruiden,7.0,g
27174,Gepofte zoete aardappel met Toscaanse carré,olie,17.0,g
27175,Gepofte zoete aardappel met Toscaanse carré,knoflook,8.0,g
27176,Gepofte zoete aardappel met Toscaanse carré,cherrytomaten,250.0,g
27177,Gepofte zoete aardappel met Toscaanse carré,toscaanse carré,4.0,g
27178,Gepofte zoete aardappel met Toscaanse carré,cottage cheese,200.0,g
27179,Gepofte zoete aardappel met Toscaanse carré,mayonaise,12.0,g
27180,Gehaktballetjes in 'rendangsaus' met snijbonen,basmatirijst,300.0,g
27181,Gehaktballetjes in 'rendangsaus' met snijbonen,middelgrote ui,100.0,g
27182,Gehaktballetjes in 'rendangsaus' met snijbonen,rundergehakt,500.0,g
27183,Gehaktballetjes in 'rendangsaus' met snijbonen,middelgroot ei,60.0,g
27184,Gehaktballetjes in 'rendangsaus' met snijbonen,zout,2.0,g
27185,Gehaktballetjes in 'rendangsaus' met snijbonen,verse gember,20.0,g
27186,Gehaktballetjes in 'rendangsaus' met snijbonen,knoflook,16.0,g
27187,Gehaktballetjes in 'rendangsaus' met snijbonen,arachideolie,10.0,g
27188,Gehaktballetjes in 'rendangsaus' met snijbonen,boemboerendangvlees,100.0,g
27189,Gehaktballetjes in 'rendangsaus' met snijbonen,kokosmelk,200.0,g
27190,Gehaktballetjes in 'rendangsaus' met snijbonen,water,100.0,g
27191,Gehaktballetjes in 'rendangsaus' met snijbonen,ongesneden snijbonen,800,g
27192,Gehaktballetjes in 'rendangsaus' met snijbonen,seroendeng,24.0,g
27193,Pompoenrisotto met gerookte eendenborst,water,750.0,g
27194,Pompoenrisotto met gerookte eendenborst,kippenbouillontablet,2.5,g
27195,Pompoenrisotto met gerookte eendenborst,verse prei,400.0,g
27196,Pompoenrisotto met gerookte eendenborst,vers salieblaadje,8.0,g
27197,Pompoenrisotto met gerookte eendenborst,ongezouten roomboter,20,g
27198,Pompoenrisotto met gerookte eendenborst,koelverse pompoenstukjes,400.0,g
27199,Pompoenrisotto met gerookte eendenborst,risottorijst,150.0,g
27200,Pompoenrisotto met gerookte eendenborst,pompoenpitten,50.0,g
27201,Pompoenrisotto met gerookte eendenborst,parmezaanse kaas,40.0,g
27202,Pompoenrisotto met gerookte eendenborst,gerookte eendenborstfilet,100.0,g
27233,Megakruidnoottruffels ,kruidnoten,250.0,g
27234,Megakruidnoottruffels ,roomkaas naturel,100.0,g
27235,Megakruidnoottruffels ,witte chocolade,200.0,g
27236,Megakruidnoottruffels ,pure chocolade,100.0,g
27256,"Salade met geroosterde bieten, balsamico en hazelnoten",rauwe rode biet,1000.0,g
27257,"Salade met geroosterde bieten, balsamico en hazelnoten",olie,35.0,g
27258,"Salade met geroosterde bieten, balsamico en hazelnoten",ongebrande hazelnoten,95,g
27259,"Salade met geroosterde bieten, balsamico en hazelnoten",verse dragon,16.0,g
27260,"Salade met geroosterde bieten, balsamico en hazelnoten",misticanza,200.0,g
27261,"Salade met geroosterde bieten, balsamico en hazelnoten",balsamicoglazuur,1000.0,g
27262,"Salade met geroosterde bieten, balsamico en hazelnoten",zeezout,2.5,g
27263,Hertenbiefstuk met wildsaus en pastinaakpuree,hertenbiefstuk,1000.0,g
27264,Hertenbiefstuk met wildsaus en pastinaakpuree,ui,100.0,g
27265,Hertenbiefstuk met wildsaus en pastinaakpuree,winterpeen,100.0,g
27266,Hertenbiefstuk met wildsaus en pastinaakpuree,knoflook,8.0,g
27267,Hertenbiefstuk met wildsaus en pastinaakpuree,ongezouten roomboter,75,g
27268,Hertenbiefstuk met wildsaus en pastinaakpuree,verse tijm,12.0,g
27269,Hertenbiefstuk met wildsaus en pastinaakpuree,ontbijtkoek,1,g
27270,Hertenbiefstuk met wildsaus en pastinaakpuree,wildfond,190.0,g
27271,Hertenbiefstuk met wildsaus en pastinaakpuree,stevige rode wijn,125.0,g
27272,Hertenbiefstuk met wildsaus en pastinaakpuree,pastinaak,1000,g
27273,Wittewijnsaus,sjalot,20.0,g
27274,Wittewijnsaus,droge witte wijn,150.0,g
27275,Wittewijnsaus,gevogeltefond,100.0,g
27276,Wittewijnsaus,ongezouten roomboter,15,g
27277,Wittewijnsaus,tarwebloem,12.0,g
27278,Wittewijnsaus,verse slagroom,125.0,g
27286,"Ovenschotel met kip, krieltjes en bospeen",scharrelkip,1400.0,g
27287,"Ovenschotel met kip, krieltjes en bospeen",paprika,13.0,g
27288,"Ovenschotel met kip, krieltjes en bospeen",milde olijfolie,48.0,g
27289,"Ovenschotel met kip, krieltjes en bospeen",rode ui,200.0,g
27290,"Ovenschotel met kip, krieltjes en bospeen",Peen,600.0,g
27291,"Ovenschotel met kip, krieltjes en bospeen",krieltjes,1000.0,g
27292,Goedgevulde Spaanse tomatensoep,chorizo pamplona,100.0,g
27293,Goedgevulde Spaanse tomatensoep,paprikamix,1,g
27294,Goedgevulde Spaanse tomatensoep,venkelknol,140.0,g
27295,Goedgevulde Spaanse tomatensoep,krachtbouillon tomaat,350.0,g
27296,Goedgevulde Spaanse tomatensoep,tomatenblokjes,400.0,g
27297,Goedgevulde Spaanse tomatensoep,kikkererwten in blik,400.0,g
27298,Goedgevulde Spaanse tomatensoep,garnalen,100.0,g
27319,Sjalotten-cranberrychutney,sjalot,250.0,g
27320,Sjalotten-cranberrychutney,olie,12.0,g
27321,Sjalotten-cranberrychutney,gedroogde salie,2.0,g
27322,Sjalotten-cranberrychutney,cranberry compote,60.0,g
27323,Sjalotten-cranberrychutney,ongebrande pecannoten,50,g
27324,Halloumi fries ,yoghurt,150.0,g
27325,Halloumi fries ,mayonaise,12.0,g
27326,Halloumi fries ,verse koriander,5.0,g
27327,Halloumi fries ,Kaas,450.0,g
27328,Halloumi fries ,tarwebloem,50.0,g
27329,Halloumi fries ,za'atar kruidenmix,7.5,g
27330,Halloumi fries ,arachideolie,690.0,g
27331,Halloumi fries ,verse granaatappelpitjes,50.0,g
27332,Halloumi fries ,pompoenpitten,24.0,g
27346,Nacho’s met ultieme kaassaus ,tortillachips,200.0,g
27347,Nacho’s met ultieme kaassaus ,kleine rode ui,50.0,g
27348,Nacho’s met ultieme kaassaus ,limoen,60.0,g
27349,Nacho’s met ultieme kaassaus ,jalapenopeper,22.5,g
27350,Nacho’s met ultieme kaassaus ,verse koriander,7.5,g
27351,Nacho’s met ultieme kaassaus ,Ilchester Cheddar tophat 48+,150.0,g
27352,Nacho’s met ultieme kaassaus ,ongezouten roomboter,30,g
27353,Nacho’s met ultieme kaassaus ,tarwebloem,30.0,g
27354,Nacho’s met ultieme kaassaus ,halfvolle melk,300.0,g
27355,Nacho’s met ultieme kaassaus ,geraspte oude kaas,50.0,g
27356,Mac and cheese bitterballen,vlugkokende macaroni,125.0,g
27357,Mac and cheese bitterballen,ongezouten roomboter,25,g
27358,Mac and cheese bitterballen,tarwebloem,125.0,g
27359,Mac and cheese bitterballen,halfvolle melk,250.0,g
27360,Mac and cheese bitterballen,geraspte oude kaas,175.0,g
27361,Mac and cheese bitterballen,gekookte achterham,150.0,g
27362,Mac and cheese bitterballen,gedroogde nootmuskaat,1.0,g
27363,Mac and cheese bitterballen,middelgroot ei,120.0,g
27364,Mac and cheese bitterballen,panko Japans paneermeel,100,g
27365,Mac and cheese bitterballen,frituurvet,1000.0,g
27366,Veganistische bouillon ,prei,200.0,g
27367,Veganistische bouillon ,bleekselderij,750.0,g
27368,Veganistische bouillon ,winterpeen,300.0,g
27369,Veganistische bouillon ,knoflook,40.0,g
27370,Veganistische bouillon ,semi-zongedroogde tomaten,80.0,g
27371,Veganistische bouillon ,norivel,2,g
27372,Veganistische bouillon ,laurierblad,20.0,g
27373,Veganistische bouillon ,gedroogde paddenstoel,24.0,g
27374,Veganistische bouillon ,zwarte-peperkorrel,12.0,g
27375,Veganistische bouillon ,water,1500.0,g
27376,Veganistische bouillon ,zout,2.0,g
27377,Kruidige spelt met mediterane ratatouille ,rode ui,100.0,g
27378,Kruidige spelt met mediterane ratatouille ,teen knoflook,16.0,g
27379,Kruidige spelt met mediterane ratatouille,courgette,300.0,g
27380,Kruidige spelt met mediterane ratatouille ,aubergine,75.0,g
27381,Kruidige spelt met mediterane ratatouille ,trostomaat,150.0,g
27382,Kruidige spelt met mediterane ratatouille ,traditionele olijfolie,24.0,g
27383,Kruidige spelt met mediterane ratatouille ,gedroogde Provençaalse kruiden,6.0,g
27384,Kruidige spelt met mediterane ratatouille ,tomatenblokjes,200.0,g
27385,Kruidige spelt met mediterane ratatouille ,balsamicoazijn,75.0,g
27386,Kruidige spelt met mediterane ratatouille ,spelt,150.0,g
27387,Kruidige spelt met mediterane ratatouille,citroen,32.5,g
27388,Kruidige spelt met mediterane ratatouille ,verse platte peterselie,10.0,g
27389,Kruidige spelt met mediterane ratatouille ,verse munt,5.0,g
27399,Indische gehaktballetjes met ketjap en groentenasi,basmatirijst,250.0,g
27400,Indische gehaktballetjes met ketjap en groentenasi,half om half gehakt,300.0,g
27401,Indische gehaktballetjes met ketjap en groentenasi,ketjap manis,60.0,g
27402,Indische gehaktballetjes met ketjap en groentenasi,seroendeng,48.0,g
27403,Indische gehaktballetjes met ketjap en groentenasi,sambal manis,2.0,g
27404,Indische gehaktballetjes met ketjap en groentenasi,arachideolie,20.0,g
27405,Indische gehaktballetjes met ketjap en groentenasi,kokosmelk,200.0,g
27406,Indische gehaktballetjes met ketjap en groentenasi,verse gember,15.0,g
27407,Indische gehaktballetjes met ketjap en groentenasi,knoflook,8.0,g
27408,Indische gehaktballetjes met ketjap en groentenasi,nasi-bamigroente,450,g
27409,Indische gehaktballetjes met ketjap en groentenasi,nasi/bami groentemix,450,g
27410,Indische gehaktballetjes met ketjap en groentenasi,kippenbouillontablet,5.0,g
27429,Hartige roerbak van biefstuk en paprika,biefstuk,275.0,g
27430,Hartige roerbak van biefstuk en paprika,woksaus oester-knoflook,120.0,g
27431,Hartige roerbak van biefstuk en paprika,paprikamix,1,g
27432,Hartige roerbak van biefstuk en paprika,rode ui,200.0,g
27433,Hartige roerbak van biefstuk en paprika,egg noodles,250.0,g
27434,Hartige roerbak van biefstuk en paprika,arachideolie,20.0,g
27435,Hartige roerbak van biefstuk en paprika,gebakken uitjes,48.0,g
27436,Hartige roerbak van biefstuk en paprika,verse bieslook,7.5,g
27446,Smokey bits van champignons,kastanjechampignons,250.0,g
27447,Smokey bits van champignons,olie,12.0,g
27448,Smokey bits van champignons,sojasaus,15.0,g
27449,Smokey bits van champignons,donkere basterdsuiker,4.0,g
27450,Smokey bits van champignons,tabasco chipotle,4.0,g
27451,Smokey bits van champignons,uienpoeder,4.0,g
27461,Bolcourgette met pasta en paddenstoelenragout,bolcourgette,250.0,g
27462,Bolcourgette met pasta en paddenstoelenragout,sjalot,40.0,g
27463,Bolcourgette met pasta en paddenstoelenragout,paddenstoelenmelange,400,g
27464,Bolcourgette met pasta en paddenstoelenragout,ongezouten roomboter,30,g
27465,Bolcourgette met pasta en paddenstoelenragout,tarwebloem,30.0,g
27466,Bolcourgette met pasta en paddenstoelenragout,bospaddenstoelentablet,250.0,g
27467,Bolcourgette met pasta en paddenstoelenragout,bospaddenstoelenfond,250.0,g
27468,Bolcourgette met pasta en paddenstoelenragout,verse slagroom,125.0,g
27469,Bolcourgette met pasta en paddenstoelenragout,verse tagliatelle,250.0,g
27470,Bolcourgette met pasta en paddenstoelenragout,gedroogde nootmuskaat,1.0,g
27471,Bolcourgette met pasta en paddenstoelenragout,medium handsinaasappel,120.0,g
27472,Bolcourgette met pasta en paddenstoelenragout,gedroogde oregano,8.0,g
27484,Gevulde kipfilet met verse tagliolini en broccoli,knoflook,16.0,g
27485,Gevulde kipfilet met verse tagliolini en broccoli,koelverse zongedroogde tomaatjes,120.0,g
27486,Gevulde kipfilet met verse tagliolini en broccoli,cottage cheese,200.0,g
27487,Gevulde kipfilet met verse tagliolini en broccoli,kipfilet à la minute,380.0,g
27488,Gevulde kipfilet met verse tagliolini en broccoli,koelvers broccoliroosje,800.0,g
27489,Gevulde kipfilet met verse tagliolini en broccoli,olie,12.0,g
27490,Gevulde kipfilet met verse tagliolini en broccoli,verse tagliolini,500.0,g
27491,Gevulde kipfilet met verse tagliolini en broccoli,pestovinaigrette,40,g
27492,Speculaastiramisu,espressostick,1.8,g
27493,Speculaastiramisu,water,50.0,g
27494,Speculaastiramisu,mandarijn,60.0,g
27495,Speculaastiramisu,verse slagroom,125.0,g
27496,Speculaastiramisu,mascarpone,250.0,g
27497,Speculaastiramisu,karamelsiroop,24.0,g
27498,Speculaastiramisu,bakkersspeculaas,125.0,g
27499,Speculaastiramisu,cacaopoeder,125.0,g
27500,Speculaastiramisu,amandelschaafsel,30.0,g
27512,Sintstaf-soepstengels met kaas,rol vers bladerdeeg,135.0,g
27513,Sintstaf-soepstengels met kaas,middelgroot ei,60.0,g
27514,Sintstaf-soepstengels met kaas,geraspte belegen kaas,50.0,g
27515,Sintstaf-soepstengels met kaas,blanksesamzaad,250.0,g
27516,Verse tomatensoep met crème fraîche mijter,ui,100.0,g
27517,Verse tomatensoep met crème fraîche mijter,knoflook,24.0,g
27518,Verse tomatensoep met crème fraîche mijter,winterpeen,95.0,g
27519,Verse tomatensoep met crème fraîche mijter,tomaten,750.0,g
27520,Verse tomatensoep met crème fraîche mijter,verse tijm,2.0,g
27521,Verse tomatensoep met crème fraîche mijter,gegrilde rode paprika's in pot,295.0,g
27522,Verse tomatensoep met crème fraîche mijter,tomatenpuree,70.0,g
27523,Verse tomatensoep met crème fraîche mijter,water,750.0,g
27524,Verse tomatensoep met crème fraîche mijter,runderbouillontablet,10.0,g
27525,Verse tomatensoep met crème fraîche mijter,crème fraîche,125.0,g
27526,Verse tomatensoep met crème fraîche mijter,water,30.0,g
27527,Zaanlander kaasfondue,knoflook,8.0,g
27528,Zaanlander kaasfondue,troebel appelsap,150.0,g
27529,Zaanlander kaasfondue,water,150.0,g
27530,Zaanlander kaasfondue,zaanlander fondue,300.0,g
27531,Zaanlander kaasfondue,gedroogde nootmuskaat,2.0,g
27532,Coq au vin blanc,kippenpoten,1080.0,g
27533,Coq au vin blanc,tarwebloem,48.0,g
27534,Coq au vin blanc,ongezouten roomboter,25,g
27535,Coq au vin blanc,ui,200.0,g
27536,Coq au vin blanc,winterpeen,300.0,g
27537,Coq au vin blanc,knoflook,32.0,g
27538,Coq au vin blanc,champignons,175.0,g
27539,Coq au vin blanc,magere gerookte spekreepjes,200.0,g
27540,Coq au vin blanc,gedroogde laurierblaadjes,4.0,g
27541,Coq au vin blanc,droge witte wijn,750.0,g
27542,Coq au vin blanc,kippenbouillontablet,5.0,g
27543,Coq au vin blanc,verse platte peterselie,7.5,g
27544,Bloemkoolrijst met gehaktballetjes &amp; pompoenhummus,gehaktballetjes,1200.0,g
27545,Bloemkoolrijst met gehaktballetjes &amp; pompoenhummus,ras el hanout specerijenmelange,12.0,g
27546,Bloemkoolrijst met gehaktballetjes &amp; pompoenhummus,water,150.0,g
27547,Bloemkoolrijst met gehaktballetjes &amp; pompoenhummus,traditionele olijfolie,24.0,g
27548,Bloemkoolrijst met gehaktballetjes &amp; pompoenhummus,bloemkoolrijst,800.0,g
27549,Bloemkoolrijst met gehaktballetjes &amp; pompoenhummus,HAK linzen in zak,205.0,g
27550,Bloemkoolrijst met gehaktballetjes &amp; pompoenhummus,zoete pompoenhummus,150.0,g
27551,Rijkgevulde groentepasta,ui,200.0,g
27552,Rijkgevulde groentepasta,knoflook,16.0,g
27553,Rijkgevulde groentepasta,winterpeen,200.0,g
27554,Rijkgevulde groentepasta,bleekselderij,500.0,g
27555,Rijkgevulde groentepasta,traditionele olijfolie,24.0,g
27556,Rijkgevulde groentepasta,umami bombe paste,15.0,g
27557,Rijkgevulde groentepasta,pomodorini,850.0,g
27558,Rijkgevulde groentepasta,courgette,300.0,g
27559,Rijkgevulde groentepasta,linguine,300.0,g
27560,Rijkgevulde groentepasta,parmezaanse kaas,100.0,g
27571,Gordita's met gegrilde groente &amp; kibbeling,rauwe bieten,300.0,g
27572,Gordita's met gegrilde groente &amp; kibbeling,winterpeen,300.0,g
27573,Gordita's met gegrilde groente &amp; kibbeling,knolselderij,300.0,g
27574,Gordita's met gegrilde groente &amp; kibbeling,extra vierge olijfolie,82.80000000000001,g
27575,Gordita's met gegrilde groente &amp; kibbeling,verse kibbeling,335.0,g
27576,Gordita's met gegrilde groente &amp; kibbeling,limoen,60.0,g
27577,Gordita's met gegrilde groente &amp; kibbeling,ongezouten cashewnoten,50,g
27578,Gordita's met gegrilde groente &amp; kibbeling,boerenkool,40.0,g
27579,Gordita's met gegrilde groente &amp; kibbeling,knoflook,8.0,g
27580,Gordita's met gegrilde groente &amp; kibbeling,gordita,232.0,g
27581,Zoete-aardappel salade met spek en balsamico-uitjes,zoete aardappel,750.0,g
27582,Zoete-aardappel salade met spek en balsamico-uitjes,traditionele olijfolie,24.0,g
27583,Zoete-aardappel salade met spek en balsamico-uitjes,ontbijtspek,100,g
27584,Zoete-aardappel salade met spek en balsamico-uitjes,zilveruitjes,320.0,g
27585,Zoete-aardappel salade met spek en balsamico-uitjes,balsamicoazijn,375.0,g
